Time, Latitude, Longitude, Distance To Origin
1521828724.85,19.5197093,-96.9155696,0.0
1521828725.15,19.5197093,-96.9155696,0.0012090492004
1521828725.18,19.5197093,-96.9155696,0.0012090492004
1521828725.21,19.5197093,-96.9155696,0.0012090492004
1521828725.23,19.5197093,-96.9155696,0.0012090492004
1521828725.3,19.5197093,-96.9155696,0.0012090492004
1521828725.31,19.5197093,-96.9155696,0.0012090492004
1521828725.32,19.5197093,-96.9155696,0.0012090492004
1521828725.37,19.5197093,-96.9155696,0.0012090492004
1521828725.38,19.5197093,-96.9155696,0.0012090492004
1521828725.41,19.5197093,-96.9155696,0.0012090492004
1521828725.45,19.5197093,-96.9155696,0.0012090492004
1521828725.47,19.5197093,-96.9155696,0.0012090492004
1521828725.49,19.5197093,-96.9155696,0.0012090492004
1521828725.5,19.5197093,-96.9155696,0.0012090492004
1521828725.51,19.5197093,-96.9155696,0.0012090492004
1521828725.52,19.5197093,-96.9155696,0.0012090492004
1521828725.56,19.5197093,-96.9155696,0.0012090492004
1521828725.59,19.5197093,-96.9155696,0.0012090492004
1521828725.61,19.5197093,-96.9155696,0.0012090492004
1521828725.67,19.5197093,-96.9155696,0.0012090492004
1521828725.69,19.5197093,-96.9155696,0.0012090492004
1521828725.69,19.5197093,-96.9155696,0.0012090492004
1521828725.7,19.5197093,-96.9155696,0.0012090492004
1521828725.72,19.5197093,-96.9155696,0.0012090492004
1521828725.79,19.5197093,-96.9155696,0.0012090492004
1521828725.81,19.5197093,-96.9155696,0.0012090492004
1521828725.82,19.5197093,-96.9155696,0.0012090492004
1521828725.83,19.5197093,-96.9155696,0.0012090492004
1521828725.87,19.5197093,-96.9155696,0.0012090492004
1521828725.88,19.5197093,-96.9155696,0.0012090492004
1521828725.89,19.5197093,-96.9155696,0.0012090492004
1521828725.92,19.5197093,-96.9155696,0.0012090492004
1521828725.98,19.5197093,-96.9155696,0.0012090492004
1521828725.99,19.5197093,-96.9155696,0.0012090492004
1521828726.0,19.5197093,-96.9155696,0.0012090492004
1521828726.0,19.5197093,-96.9155696,0.0012090492004
1521828726.01,19.5197093,-96.9155696,0.0012090492004
1521828726.03,19.5197093,-96.9155696,0.0012090492004
1521828726.13,19.5197093,-96.9155696,0.0012090492004
1521828726.22,19.5197093,-96.9155696,0.0012090492004
1521828726.26,19.5197093,-96.9155696,0.0012090492004
1521828726.3,19.5197093,-96.9155696,0.0012090492004
1521828726.31,19.5197093,-96.9155696,0.0012090492004
1521828726.32,19.5197093,-96.9155696,0.0012090492004
1521828726.32,19.5197093,-96.9155696,0.0012090492004
1521828726.33,19.5197093,-96.9155696,0.0012090492004
1521828726.34,19.5197093,-96.9155696,0.0012090492004
1521828726.38,19.5197093,-96.9155696,0.0012090492004
1521828726.41,19.5197093,-96.9155696,0.0012090492004
1521828726.42,19.5197093,-96.9155696,0.0012090492004
1521828726.46,19.5197093,-96.9155696,0.0012090492004
1521828726.51,19.5197093,-96.9155696,0.0012090492004
1521828726.52,19.5197093,-96.9155696,0.0012090492004
1521828726.53,19.5197093,-96.9155696,0.0012090492004
1521828726.54,19.5197093,-96.9155696,0.0012090492004
1521828726.55,19.5197093,-96.9155696,0.0012090492004
1521828726.58,19.5197093,-96.9155696,0.0012090492004
1521828726.62,19.5197093,-96.9155696,0.0012090492004
1521828726.63,19.5197093,-96.9155696,0.0012090492004
1521828726.64,19.5197093,-96.9155696,0.0012090492004
1521828726.67,19.5197093,-96.9155696,0.0012090492004
1521828726.95,19.5197093,-96.9155696,0.0012090492004
1521828726.98,19.5197093,-96.9155696,0.0012090492004
1521828726.99,19.5197093,-96.9155696,0.0012090492004
1521828727.0,19.5197093,-96.9155696,0.0012090492004
1521828727.01,19.5197093,-96.9155696,0.0012090492004
1521828727.03,19.5197093,-96.9155696,0.0012090492004
1521828727.06,19.5197093,-96.9155696,0.0012090492004
1521828727.1,19.5197093,-96.9155696,0.0012090492004
1521828727.11,19.5197093,-96.9155696,0.0012090492004
1521828727.13,19.5197093,-96.9155696,0.0012090492004
1521828727.15,19.5197093,-96.9155696,0.0012090492004
1521828727.21,19.5197093,-96.9155696,0.0012090492004
1521828727.24,19.5197093,-96.9155696,0.0012090492004
1521828727.25,19.5197093,-96.9155696,0.0012090492004
1521828727.26,19.5197093,-96.9155696,0.0012090492004
1521828727.51,19.5197093,-96.9155696,0.0012090492004
1521828727.61,19.5197093,-96.9155696,0.0012090492004
1521828727.62,19.5197093,-96.9155696,0.0012090492004
1521828727.64,19.5197093,-96.9155696,0.0012090492004
1521828727.66,19.5197093,-96.9155696,0.0012090492004
1521828727.68,19.5197093,-96.9155696,0.0012090492004
1521828727.7,19.5197093,-96.9155696,0.0012090492004
1521828727.73,19.5197093,-96.9155696,0.0012090492004
1521828727.74,19.5197093,-96.9155696,0.0012090492004
1521828727.76,19.5197093,-96.9155696,0.0012090492004
1521828727.77,19.5197093,-96.9155696,0.0012090492004
1521828727.8,19.5197093,-96.9155696,0.0012090492004
1521828727.82,19.5197093,-96.9155696,0.0012090492004
1521828727.83,19.5197093,-96.9155696,0.0012090492004
1521828727.84,19.5197093,-96.9155696,0.0012090492004
1521828727.85,19.5197093,-96.9155696,0.0012090492004
1521828727.87,19.5197093,-96.9155696,0.0012090492004
1521828727.88,19.5197093,-96.9155696,0.0012090492004
1521828727.92,19.5197093,-96.9155696,0.0012090492004
1521828727.93,19.5197093,-96.9155696,0.0012090492004
1521828727.96,19.5197093,-96.9155696,0.0012090492004
1521828727.98,19.5197093,-96.9155696,0.0012090492004
1521828728.04,19.5197093,-96.9155696,0.0012090492004
1521828728.16,19.5197093,-96.9155696,0.0012090492004
1521828728.18,19.5197093,-96.9155696,0.0012090492004
1521828728.21,19.5197093,-96.9155696,0.0012090492004
1521828728.24,19.5197093,-96.9155696,0.0012090492004
1521828728.25,19.5197093,-96.9155696,0.0012090492004
1521828728.27,19.5197093,-96.9155696,0.0012090492004
1521828728.28,19.5197093,-96.9155696,0.0012090492004
1521828728.31,19.5197093,-96.9155696,0.0012090492004
1521828728.38,19.5197093,-96.9155696,0.0012090492004
1521828728.43,19.5197093,-96.9155696,0.0012090492004
1521828728.45,19.5197093,-96.9155696,0.0012090492004
1521828728.46,19.5197093,-96.9155696,0.0012090492004
1521828728.48,19.5197093,-96.9155696,0.0012090492004
1521828728.49,19.5197093,-96.9155696,0.0012090492004
1521828728.51,19.5197093,-96.9155696,0.0012090492004
1521828728.53,19.5197093,-96.9155696,0.0012090492004
1521828728.54,19.5197093,-96.9155696,0.0012090492004
1521828728.55,19.5197093,-96.9155696,0.0012090492004
1521828728.56,19.5197093,-96.9155696,0.0012090492004
1521828728.59,19.5197093,-96.9155696,0.0012090492004
1521828728.62,19.5197093,-96.9155696,0.0012090492004
1521828728.64,19.5197093,-96.9155696,0.0012090492004
1521828728.66,19.5197093,-96.9155696,0.0012090492004
1521828728.67,19.5197093,-96.9155696,0.0012090492004
1521828728.69,19.5197093,-96.9155696,0.0012090492004
1521828728.74,19.5197093,-96.9155696,0.0012090492004
1521828728.77,19.5197093,-96.9155696,0.0012090492004
1521828728.79,19.5197093,-96.9155696,0.0012090492004
1521828728.8,19.5197093,-96.9155696,0.0012090492004
1521828728.84,19.5197093,-96.9155696,0.0012090492004
1521828728.86,19.5197093,-96.9155696,0.0012090492004
1521828728.87,19.5197093,-96.9155696,0.0012090492004
1521828728.88,19.5197093,-96.9155696,0.0012090492004
1521828728.94,19.5197093,-96.9155696,0.0012090492004
1521828728.95,19.5197093,-96.9155696,0.0012090492004
1521828728.97,19.5197093,-96.9155696,0.0012090492004
1521828728.98,19.5197093,-96.9155696,0.0012090492004
1521828728.99,19.5197093,-96.9155696,0.0012090492004
1521828728.99,19.5197093,-96.9155696,0.0012090492004
1521828729.0,19.5197093,-96.9155696,0.0012090492004
1521828729.02,19.5197093,-96.9155696,0.0012090492004
1521828729.06,19.5197093,-96.9155696,0.0012090492004
1521828729.07,19.5197093,-96.9155696,0.0012090492004
1521828729.08,19.5197093,-96.9155696,0.0012090492004
1521828729.1,19.5197093,-96.9155696,0.0012090492004
1521828729.11,19.5197093,-96.9155696,0.0012090492004
1521828729.15,19.5197093,-96.9155696,0.0012090492004
1521828729.16,19.5197093,-96.9155696,0.0012090492004
1521828729.18,19.5197093,-96.9155696,0.0012090492004
1521828729.2,19.5197093,-96.9155696,0.0012090492004
1521828729.21,19.5197093,-96.9155696,0.0012090492004
1521828729.27,19.5197093,-96.9155696,0.0012090492004
1521828729.28,19.5197093,-96.9155696,0.0012090492004
1521828729.29,19.5197093,-96.9155696,0.0012090492004
1521828729.31,19.5197093,-96.9155696,0.0012090492004
1521828729.34,19.5197093,-96.9155696,0.0012090492004
1521828729.36,19.5197093,-96.9155696,0.0012090492004
1521828729.37,19.5197093,-96.9155696,0.0012090492004
1521828729.39,19.5197093,-96.9155696,0.0012090492004
1521828729.4,19.5197093,-96.9155696,0.0012090492004
1521828729.43,19.5197093,-96.9155696,0.0012090492004
1521828729.49,19.5197093,-96.9155696,0.0012090492004
1521828729.52,19.5197093,-96.9155696,0.0012090492004
1521828729.55,19.5197093,-96.9155696,0.0012090492004
1521828729.56,19.5197093,-96.9155696,0.0012090492004
1521828729.57,19.5197093,-96.9155696,0.0012090492004
1521828729.58,19.5197093,-96.9155696,0.0012090492004
1521828729.6,19.5197093,-96.9155696,0.0012090492004
1521828729.61,19.5197093,-96.9155696,0.0012090492004
1521828729.62,19.5197093,-96.9155696,0.0012090492004
1521828729.67,19.5197093,-96.9155696,0.0012090492004
1521828729.69,19.5197093,-96.9155696,0.0012090492004
1521828729.71,19.5197093,-96.9155696,0.0012090492004
1521828729.72,19.5197093,-96.9155696,0.0012090492004
1521828729.78,19.5197093,-96.9155696,0.0012090492004
1521828729.8,19.5197093,-96.9155696,0.0012090492004
1521828729.81,19.5197093,-96.9155696,0.0012090492004
1521828729.82,19.5197093,-96.9155696,0.0012090492004
1521828729.87,19.5197093,-96.9155696,0.0012090492004
1521828729.89,19.5197093,-96.9155696,0.0012090492004
1521828729.91,19.5197093,-96.9155696,0.0012090492004
1521828729.96,19.5197093,-96.9155696,0.0012090492004
1521828729.97,19.5197093,-96.9155696,0.0012090492004
1521828729.98,19.5197093,-96.9155696,0.0012090492004
1521828729.99,19.5197093,-96.9155696,0.0012090492004
1521828730.01,19.5197093,-96.9155696,0.0012090492004
1521828730.03,19.5197093,-96.9155696,0.0012090492004
1521828730.06,19.5197093,-96.9155696,0.0012090492004
1521828730.07,19.5197093,-96.9155696,0.0012090492004
1521828730.09,19.5197093,-96.9155696,0.0012090492004
1521828730.1,19.5197093,-96.9155696,0.0012090492004
1521828730.11,19.5197093,-96.9155696,0.0012090492004
1521828730.12,19.5197093,-96.9155696,0.0012090492004
1521828730.13,19.5197093,-96.9155696,0.0012090492004
1521828730.18,19.5197093,-96.9155696,0.0012090492004
1521828730.2,19.5197093,-96.9155696,0.0012090492004
1521828730.22,19.5197093,-96.9155696,0.0012090492004
1521828730.23,19.5197093,-96.9155696,0.0012090492004
1521828730.28,19.5197093,-96.9155696,0.0012090492004
1521828730.29,19.5197093,-96.9155696,0.0012090492004
1521828730.3,19.5197093,-96.9155696,0.0012090492004
1521828730.32,19.5197093,-96.9155696,0.0012090492004
1521828730.33,19.5197093,-96.9155696,0.0012090492004
1521828730.38,19.5197093,-96.9155696,0.0012090492004
1521828730.39,19.5197093,-96.9155696,0.0012090492004
1521828730.4,19.5197093,-96.9155696,0.0012090492004
1521828730.41,19.5197093,-96.9155696,0.0012090492004
1521828730.43,19.5197093,-96.9155696,0.0012090492004
1521828730.44,19.5197093,-96.9155696,0.0012090492004
1521828730.48,19.5197093,-96.9155696,0.0012090492004
1521828730.51,19.5197093,-96.9155696,0.0012090492004
1521828730.53,19.5197093,-96.9155696,0.0012090492004
1521828730.54,19.5197093,-96.9155696,0.0012090492004
1521828730.59,19.5197093,-96.9155696,0.0012090492004
1521828730.62,19.5197093,-96.9155696,0.0012090492004
1521828730.63,19.5197093,-96.9155696,0.0012090492004
1521828730.64,19.5197093,-96.9155696,0.0012090492004
1521828730.68,19.5197093,-96.9155696,0.0012090492004
1521828730.72,19.5197093,-96.9155696,0.0012090492004
1521828730.75,19.5197093,-96.9155696,0.0012090492004
1521828730.8,19.5197093,-96.9155696,0.0012090492004
1521828730.81,19.5197093,-96.9155696,0.0012090492004
1521828730.82,19.5197093,-96.9155696,0.0012090492004
1521828730.84,19.5197093,-96.9155696,0.0012090492004
1521828730.85,19.5197093,-96.9155696,0.0012090492004
1521828730.92,19.5197093,-96.9155696,0.0012090492004
